Date,USD3MTD156N
10/2/2020,0.2335
10/5/2020,0.22025
10/6/2020,0.22975
10/7/2020,0.2295
10/8/2020,0.2205
10/9/2020,0.22413
10/12/2020,0.22888
10/13/2020,0.23688
10/14/2020,0.23013
10/15/2020,0.21775
10/16/2020,0.21838
10/19/2020,0.20863
10/20/2020,0.21575
10/21/2020,0.20913
10/22/2020,0.21475
10/23/2020,0.2165
10/26/2020,0.22225
10/27/2020,0.21325
10/28/2020,0.21438
10/29/2020,0.21438
10/30/2020,0.21575
11/2/2020,0.22013
11/3/2020,0.22475
11/4/2020,0.23225
11/5/2020,0.213
11/6/2020,0.20588
11/9/2020,0.205
11/10/2020,0.21363
11/11/2020,0.22063
11/12/2020,0.221
11/13/2020,0.222
11/16/2020,0.22038
11/17/2020,0.231
11/18/2020,0.22375
11/19/2020,0.21263
11/20/2020,0.20488
11/23/2020,0.2065
11/24/2020,0.23225
11/25/2020,0.233
11/26/2020,0.22438
11/27/2020,0.22538
11/30/2020,0.22763
12/1/2020,0.232
12/2/2020,0.2305
12/3/2020,0.22538
12/4/2020,0.22588
12/7/2020,0.23038
12/8/2020,0.23
12/9/2020,0.22063
12/10/2020,0.2195
12/11/2020,0.2165
12/14/2020,0.21925
12/15/2020,0.22875
12/16/2020,0.23638
12/17/2020,0.23863
12/18/2020,0.23575
12/21/2020,0.24488
12/22/2020,0.23813
12/23/2020,0.251
12/24/2020,0.24013
12/25/2020,.
12/28/2020,.
12/29/2020,0.25388
12/30/2020,0.2375
12/31/2020,0.23838
1/1/2021,.
1/4/2021,0.23725
1/5/2021,0.23688
1/6/2021,0.234
1/7/2021,0.22475
1/8/2021,0.22438
1/11/2021,0.2245
1/12/2021,0.23375
1/13/2021,0.24125
1/14/2021,0.22563
1/15/2021,0.22338
1/18/2021,0.224
1/19/2021,0.22363
1/20/2021,0.22238
1/21/2021,0.21775
1/22/2021,0.21525
1/25/2021,0.21288
1/26/2021,0.2185
1/27/2021,0.2115
1/28/2021,0.205
1/29/2021,0.20188
2/1/2021,0.1955
2/2/2021,0.19225
2/3/2021,0.19513
2/4/2021,0.19263
2/5/2021,0.19088
2/8/2021,0.19538
2/9/2021,0.2025
2/10/2021,0.20088
2/11/2021,0.19763
2/12/2021,0.19375
2/15/2021,0.1915
2/16/2021,0.18863
2/17/2021,0.18138
2/18/2021,0.18238
2/19/2021,0.17525
2/22/2021,0.1755
2/23/2021,0.1875
2/24/2021,0.18975
2/25/2021,0.1905
2/26/2021,0.18838
3/1/2021,0.18425
3/2/2021,0.18338
3/3/2021,0.19375
3/4/2021,0.1755
3/5/2021,0.18538
3/8/2021,0.1825
3/9/2021,0.17725
3/10/2021,0.18413
3/11/2021,0.18388
3/12/2021,0.1895
3/15/2021,0.182
3/16/2021,0.19
3/17/2021,0.18963
3/18/2021,0.18663
3/19/2021,0.19688
3/22/2021,0.1905
3/23/2021,0.20063
3/24/2021,0.19513
3/25/2021,0.193
3/26/2021,0.199
3/29/2021,0.2025
3/30/2021,0.20163
3/31/2021,0.19425
4/1/2021,0.19975
4/2/2021,.
4/5/2021,.
4/6/2021,0.19738
4/7/2021,0.19363
4/8/2021,0.18775
4/9/2021,0.1875
4/12/2021,0.18575
4/13/2021,0.18375
4/14/2021,0.18363
4/15/2021,0.18975
4/16/2021,0.18825
4/19/2021,0.186
4/20/2021,0.18375
4/21/2021,0.17288
4/22/2021,0.17575
4/23/2021,0.18138
4/26/2021,0.184
4/27/2021,0.17713
4/28/2021,0.1855
4/29/2021,0.17563
4/30/2021,0.17638
5/3/2021,.
5/4/2021,0.17538
5/5/2021,0.16988
5/6/2021,0.162
5/7/2021,0.15988
5/10/2021,0.1675
5/11/2021,0.16025
5/12/2021,0.15413
5/13/2021,0.15588
5/14/2021,0.15513
5/17/2021,0.14963
5/18/2021,0.15525
5/19/2021,0.14925
5/20/2021,0.15013
5/21/2021,0.147
5/24/2021,0.14088
5/25/2021,0.1385
5/26/2021,0.135
5/27/2021,0.13463
5/28/2021,0.13138
5/31/2021,.
6/1/2021,0.1285
6/2/2021,0.134
6/3/2021,0.13075
6/4/2021,0.12825
6/7/2021,0.12313
6/8/2021,0.128
6/9/2021,0.12475
6/10/2021,0.119
6/11/2021,0.11888
6/14/2021,0.118
6/15/2021,0.12475
6/16/2021,0.1245
6/17/2021,0.1345
6/18/2021,0.13488
6/21/2021,0.13788
6/22/2021,0.13375
6/23/2021,0.14725
6/24/2021,0.146
6/25/2021,0.146
6/28/2021,0.14725
6/29/2021,0.14488
6/30/2021,0.14575
7/1/2021,0.14475
7/2/2021,0.13788
7/5/2021,0.138
7/6/2021,0.13488
7/7/2021,0.12388
7/8/2021,0.119
7/9/2021,0.12863
7/12/2021,0.13288
7/13/2021,0.12613
7/14/2021,0.12638
7/15/2021,0.13388
7/16/2021,0.13425
7/19/2021,0.13425
7/20/2021,0.13825
7/21/2021,0.13788
7/22/2021,0.12525
7/23/2021,0.12888
7/26/2021,0.13163
7/27/2021,0.12963
7/28/2021,0.1285
7/29/2021,0.12575
7/30/2021,0.11775
8/2/2021,0.12375
8/3/2021,0.12138
8/4/2021,0.12175
8/5/2021,0.12538
8/6/2021,0.12838
8/9/2021,0.12725
8/10/2021,0.12275
8/11/2021,0.12125
8/12/2021,0.12475
8/13/2021,0.12425
8/16/2021,0.1245
8/17/2021,0.12725
8/18/2021,0.13088
8/19/2021,0.13075
8/20/2021,0.12838
8/23/2021,0.12925
8/24/2021,0.12175
8/25/2021,0.12375
8/26/2021,0.12075
8/27/2021,0.11988
8/30/2021,.
8/31/2021,0.11963
9/1/2021,0.11888
9/2/2021,0.11763
9/3/2021,0.1155
9/6/2021,0.11463
9/7/2021,0.116
9/8/2021,0.11575
9/9/2021,0.11413
